4 49 1.0 1.0 0.07700226962533817 0.05888
4 49 1.0 2.0 0.07717651682720064 0.05859
4 49 1.0 3.0 0.07733312532792243 0.05831
4 49 1.0 4.0 0.07747209744662506 0.05802
4 49 1.0 5.0 0.07759348139302803 0.05774
4 49 1.0 6.0 0.07769736924160531 0.05746
4 49 1.0 7.000000000000001 0.07778389476422093 0.05717
4 49 1.0 8.0 0.07785323115035243 0.05689
4 49 1.0 9.0 0.07790558864252542 0.05660
4 49 1.0 10.0 0.07794121211297851 0.05632
4 49 1.0 11.0 0.07796037860585682 0.05603
4 49 1.0 12.0 0.0779633948674435 0.05575
4 49 1.0 13.0 0.07795059488507791 0.05546
4 49 1.0 14.000000000000002 0.07792233745349478 0.05530
4 49 1.0 15.0 0.07787900378537782 0.05527
4 49 1.0 16.0 0.07782099518096165 0.05525
4 49 1.0 17.0 0.07774873076956444 0.05522
4 49 1.0 18.0 0.07766264533401547 0.05520
4 49 1.0 19.0 0.07756318722707206 0.05517
4 49 1.0 20.0 0.07745081638712589 0.05515
4 49 1.0 21.0 0.07732600245879913 0.05512
4 49 1.0 22.0 0.0771892230224328 0.05510
4 49 1.0 23.0 0.07704096193499738 0.05507
4 49 1.0 24.0 0.07688170778360448 0.05505
4 49 1.0 25.0 0.0767119524515738 0.05502
4 49 1.0 26.0 0.07653218979591501 0.05500
4 49 1.0 27.0 0.07634291443410023 0.05497
4 49 1.0 28.000000000000004 0.07614462063713001 0.05495
4 49 1.0 28.999999999999996 0.07593780132511366 0.05492
4 49 1.0 30.0 0.07572294716086897 0.05490
4 49 1.0 31.0 0.07550054573639228 0.05487
4 49 1.0 32.0 0.0752710808464125 0.05485
4 49 1.0 33.0 0.07503503184261125 0.05482
4 49 1.0 34.0 0.07479287306144082 0.05480
4 49 1.0 35.0 0.07454507331776929 0.05477
4 49 1.0 36.0 0.07429209545582535 0.05475
4 49 1.0 37.0 0.07403439594809944 0.05472
4 49 1.0 38.0 0.07377242453199162 0.05470
4 49 1.0 39.0 0.07350662387315911 0.05467
4 49 1.0 40.0 0.07323742924377735 0.05465
4 49 1.0 41.0 0.07296526820348842 0.05462
4 49 1.0 42.0 0.07269056027087736 0.05460
4 49 1.0 43.0 0.07241371657421788 0.05457
4 49 1.0 44.0 0.07213513947229783 0.05455
4 49 1.0 45.0 0.0718552221396761 0.05452
4 49 1.0 46.0 0.07157434811589168 0.05450
4 49 1.0 47.0 0.0712928908247818 0.05448
4 49 1.0 48.0 0.07101121307758268 0.05445
4 49 1.0 49.0 0.07072966658083131 0.05443
4 49 1.0 50.0 0.07044859147590224 0.05440
4 49 1.0 51.0 0.07016831594001084 0.05438
4 49 1.0 52.0 0.06988915587789347 0.05435
4 49 1.0 53.0 0.06961141472924591 0.05433
4 49 1.0 54.0 0.06933538341035828 0.05430
4 49 1.0 55.00000000000001 0.06906134040077988 0.05428
4 49 1.0 56.00000000000001 0.06878955197871596 0.05425
4 49 1.0 56.99999999999999 0.06852027260284052 0.05426
4 49 1.0 57.99999999999999 0.06825374543289636 0.05433
4 49 1.0 59.0 0.06799020297562908 0.05439
4 49 1.0 60.0 0.06772986783509286 0.05446
4 49 1.0 61.0 0.06747295353689607 0.05452
4 49 1.0 62.0 0.06721966538572371 0.05458
4 49 1.0 63.0 0.06697020130696538 0.05465
4 49 1.0 64.0 0.06672475261945089 0.05471
4 49 1.0 65.0 0.06648350468946058 0.05478
4 49 1.0 66.0 0.06624663742694498 0.05484
4 49 1.0 67.0 0.06601432560186152 0.05490
4 49 1.0 68.0 0.06578673897857885 0.05496
4 49 1.0 69.0 0.06556404228556376 0.05501
4 49 1.0 70.0 0.06534639505256418 0.05507
4 49 1.0 71.0 0.06513395135606555 0.05513
4 49 1.0 72.0 0.06492685951544942 0.05518
4 49 1.0 73.0 0.06472526177810298 0.05524
4 49 1.0 74.0 0.06452929402374594 0.05529
4 49 1.0 75.0 0.06433908550873241 0.05535
4 49 1.0 76.0 0.06415475866191049 0.05541
4 49 1.0 77.0 0.06397642893591153 0.05546
4 49 1.0 78.0 0.0638042047118703 0.05552
4 49 1.0 79.0 0.06363818725142442 0.05557
4 49 1.0 80.0 0.06347847068708759 0.05563
4 49 1.0 81.0 0.06332514204048581 0.05569
4 49 1.0 82.0 0.06317828125740362 0.05574
