WL	n	k
0.000006175100	5.55010	24.74400
0.000006199400	5.58360	24.84100
0.000006223700	5.61740	24.93900
0.000006248100	5.65150	25.03600
0.000006272600	5.68580	25.13400
0.000006297200	5.72040	25.23200
0.000006321900	5.75520	25.33000
0.000006346800	5.79030	25.42900
0.000006371700	5.82570	25.52800
0.000006396700	5.86130	25.62700
0.000006421800	5.89720	25.72600
0.000006446900	5.93330	25.82600
0.000006472200	5.96980	25.92500
0.000006497600	6.00640	26.02500
0.000006523100	6.04340	26.12600
0.000006548700	6.08060	26.22600
0.000006574400	6.11810	26.32700
0.000006600200	6.15590	26.42700
0.000006626100	6.19390	26.52900
0.000006652100	6.23220	26.63000
0.000006678200	6.27080	26.73200
0.000006704400	6.30970	26.83300
0.000006730700	6.34880	26.93500
0.000006757100	6.38820	27.03800
0.000006783600	6.42790	27.14000
0.000006810300	6.46790	27.24300
0.000006837000	6.50810	27.34600
0.000006863800	6.54870	27.44900
0.000006890700	6.58950	27.55200
0.000006917800	6.63060	27.65600
0.000006944900	6.67200	27.76000
0.000006972200	6.71360	27.86400
0.000006999500	6.75560	27.96900
0.000007027000	6.79790	28.07300
0.000007054600	6.84040	28.17800
0.000007082200	6.88320	28.28300
0.000007110000	6.92630	28.38800
0.000007137900	6.96970	28.49400
0.000007165900	7.01340	28.60000
0.000007194000	7.05740	28.70500
0.000007222300	7.10170	28.81200
0.000007250600	7.14630	28.91800
0.000007279100	7.19120	29.02500
0.000007307600	7.23640	29.13200
0.000007336300	7.28190	29.23900
0.000007365100	7.32770	29.34600
0.000007394000	7.37380	29.45400
0.000007423000	7.42020	29.56100
0.000007452100	7.46690	29.67000
0.000007481300	7.51390	29.77800
0.000007510700	7.56120	29.88600
0.000007540200	7.60880	29.99500
0.000007569800	7.65670	30.10400
0.000007599500	7.70500	30.21300
0.000007629300	7.75350	30.32200
0.000007659200	7.80240	30.43200
0.000007689300	7.85160	30.54200
0.000007719400	7.90110	30.65200
0.000007749700	7.95090	30.76200
0.000007780100	8.00100	30.87300
0.000007810600	8.05140	30.98400
0.000007841300	8.10220	31.09500
0.000007872100	8.15330	31.20600
0.000007902900	8.20470	31.31700
0.000007934000	8.25640	31.42900
0.000007965100	8.30840	31.54100
0.000007996300	8.36080	31.65300
0.000008027700	8.41350	31.76500
0.000008059200	8.46650	31.87800
0.000008090800	8.51990	31.99000
0.000008122600	8.57350	32.10300
0.000008154400	8.62750	32.21600
0.000008186400	8.68190	32.33000
0.000008218600	8.73650	32.44300
0.000008250800	8.79150	32.55700
0.000008283200	8.84690	32.67100
0.000008315700	8.90250	32.78600
0.000008348300	8.95850	32.90000
0.000008381100	9.01490	33.01500
0.000008413900	9.07160	33.13000
0.000008447000	9.12860	33.24500
0.000008480100	9.18590	33.36000
0.000008513400	9.24360	33.47600
0.000008546800	9.30170	33.59200
0.000008580300	9.36010	33.70800
0.000008614000	9.41880	33.82400
0.000008647800	9.47790	33.94000
0.000008681700	9.53730	34.05700
0.000008715800	9.59710	34.17400
0.000008750000	9.65720	34.29100
0.000008784300	9.71760	34.40800
0.000008818800	9.77850	34.52500
0.000008853400	9.83960	34.64300
0.000008888100	9.90110	34.76100
0.000008923000	9.96300	34.87900
0.000008958000	10.02500	34.99700
0.000008993100	10.08800	35.11600
0.000009028400	10.15100	35.23500
0.000009063800	10.21400	35.35300
0.000009099400	10.27800	35.47300
0.000009135100	10.34200	35.59200
0.000009171000	10.40600	35.71100
0.000009206900	10.47100	35.83100
0.000009243100	10.53600	35.95100
0.000009279300	10.60100	36.07100
0.000009315700	10.66700	36.19100
0.000009352300	10.73300	36.31200
0.000009389000	10.80000	36.43300
0.000009425800	10.86700	36.55400
0.000009462800	10.93400	36.67500
0.000009499900	11.00200	36.79600
0.000009537200	11.07000	36.91700
0.000009574600	11.13800	37.03900
0.000009612200	11.20700	37.16100
0.000009649900	11.27600	37.28300
0.000009687800	11.34600	37.40500
0.000009725800	11.41500	37.52800
0.000009763900	11.48600	37.65000
0.000009802300	11.55600	37.77300
0.000009840700	11.62700	37.89600
0.000009879300	11.69900	38.01900
0.000009918100	11.77000	38.14300
0.000009957000	11.84300	38.26600
0.000009996100	11.91500	38.39000
0.000010035000	11.98800	38.51400
0.000010075000	12.06100	38.63800
0.000010114000	12.13500	38.76300
0.000010154000	12.20900	38.88700
0.000010194000	12.28300	39.01200
0.000010234000	12.35800	39.13700
0.000010274000	12.43300	39.26200
0.000010314000	12.50900	39.38700
0.000010355000	12.58500	39.51200
0.000010395000	12.66100	39.63800
0.000010436000	12.73800	39.76300
0.000010477000	12.81500	39.88900
0.000010518000	12.89300	40.01500
0.000010559000	12.97100	40.14200
0.000010601000	13.04900	40.26800
0.000010642000	13.12700	40.39500
0.000010684000	13.20700	40.52100
0.000010726000	13.28600	40.64800
0.000010768000	13.36600	40.77500
0.000010810000	13.44600	40.90200
0.000010853000	13.52700	41.03000
0.000010895000	13.60800	41.15700
0.000010938000	13.68900	41.28500
0.000010981000	13.77100	41.41300
0.000011024000	13.85300	41.54100
0.000011067000	13.93600	41.66900
0.000011111000	14.01900	41.79800
0.000011154000	14.10200	41.92600
0.000011198000	14.18600	42.05500
0.000011242000	14.27000	42.18400
0.000011286000	14.35500	42.31300
0.000011331000	14.44000	42.44200
0.000011375000	14.52500	42.57100
0.000011420000	14.61100	42.70100
0.000011464000	14.69700	42.83000
0.000011509000	14.78400	42.96000
0.000011555000	14.87100	43.09000
0.000011600000	14.95800	43.22000
0.000011645000	15.04600	43.35000
0.000011691000	15.13400	43.48000
0.000011737000	15.22300	43.61100
0.000011783000	15.31200	43.74100
0.000011829000	15.40100	43.87200
0.000011876000	15.49100	44.00300
0.000011922000	15.58100	44.13400
0.000011969000	15.67200	44.26500
0.000012016000	15.76300	44.39600
0.000012063000	15.85400	44.52800
0.000012111000	15.94600	44.65900
0.000012158000	16.03800	44.79100
0.000012206000	16.13100	44.92300
0.000012254000	16.22400	45.05500
0.000012302000	16.31700	45.18700
0.000012350000	16.41100	45.31900
0.000012398000	16.50600	45.45200
